_id,label,table1.id,table2.id,table1.title,table2.title,table1.manufacturer,table2.manufacturer,table1.price,table2.price
1495,0,578,1001,microsoft office excel 2007,microsoft ( r ) money 2007 premium,microsoft,,229.95,69.99
1496,0,610,2153,mavis beacon teaches typing deluxe 16,mavis beacon teaches typing v17 deluxe pc/mac,broderbund,,39.99,29.9
1497,0,320,3034,quicken 2007 premier,quickbooks pro 2007 win,intuit,,79.95,192.26
1498,1,1202,584,caillou magical adventures,caillou magical adventures by brighter minds,brighter-minds-media-inc .,brighter-minds-media-inc .,19.99,19.99
1499,0,541,904,microsoft onenote 2007,microsoft office 2004 standard,microsoft,,99.95,369.99
1500,0,941,2263,webroot spy sweeper with antivirus family edition 3 pcs,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,webroot software,,49.95,41.97
1501,0,543,923,adobe photoshop cs3 upgrade [ mac ],adobe indesign cs3 for mac upgrade from pagemaker,adobe,,199.0,205.99
1502,0,238,728,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,computer associates,,,842.73
1503,0,659,1106,more brain games,brain games : solitaire,csdc,,9.99,19.99
1504,0,1072,770,marine aquarium & goldfish screen saver by encore software,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher,encore software,,,19.97
1505,0,1148,2620,sibelius 4 professional edition,sony vegas 6 video editing software professional editing software,sibelius-software-ltd .,sony-pictures-digital-entertainment,599.99,99.0
1506,0,1287,2082,punch ! 5 in 1 home design,instant home design 1 ( jc ),punch ! software,,39.99,12.9
1507,0,779,1955,3d home architect landscape v. 8 by encore software,punch software 85100 master landscape professional & home design v 10.0,encore software,,39.99,61.8
1508,0,571,1129,microsoft visio standard 2007 version upgrade,microsoft academic microsoft visio 2003 professional,microsoft,,129.95,159.0
1509,0,271,551,microsoft office small business 2007,palo alto software business plan pro 2007,microsoft software,palo-alto-software,735.33,88.83
1510,0,1257,782,total 3d home & landscape design suite version 9,punch software 26100 punch ! master landscape and home design ( small box ),individual software,punch software,39.99,45.99
1511,0,382,2393,adobe production studio premium,adobe production premium cs3 software suite for mac av production software,adobe,,1699.0,1698.95
1512,0,109,845,instant immersion french 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55
1513,0,547,998,microsoft outlook 2007,microsoft word 2004,microsoft,,109.95,209.99
1514,0,511,1129,microsoft publisher 2007 version upgrade,microsoft academic microsoft visio 2003 professional,microsoft,,99.95,159.0
1515,0,1085,912,burning monkey solitaire 4.0,freeverse burning monkey solitaire 3d,freeverse software,,24.95,24.99
1516,0,950,372,apple logic pro 7.2 upgrade,adobe premiere pro cs3 upgrade,apple,,299.0,308.99
1517,0,3,788,peachtree by sage premium accounting for nonprofits 2007,peachtree software vernfpm2008rt sage peachtree premium accounting 2008 for nonprofits multiple user financial management pc - free shipping,sage software,,599.99,1075.97
1518,0,255,3134,diskeeper 2007 pro premier 5-lic pack,quicken ( r ) premier 2007,diskeeper corporation,,736.66,79.99
1519,1,951,891,microspot macdraft professional ( mac ),microspot macdraft professional edition,microspot ltd.,,349.99,249.99
1520,0,118,3070,crystal reports xi professional edition,zipmagic personal edition,business objects,,495.0,8.95
1521,0,1021,192,resumemaker professional 12.0,adobe cs3 flash professional upgrade,individual software,,29.99,205.99
1522,0,356,3105,ringtone media studio 2,media studio for psp standard editon ( 800060 ),laplink,,19.95,47.99
1523,0,511,3091,microsoft publisher 2007 version upgrade,microsoft ( r ) word 2007,microsoft,,99.95,109.99
1524,0,229,2998,vcomm system suite professional 7,orgchart professional 1.3,avanquest,,49.95,39.95
1525,0,1118,3161,adobe creative suite cs3 master collection upsell,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,adobe,,1999.0,859.96
1526,0,250,192,adobe after effects professional 7.0,adobe cs3 flash professional upgrade,adobe,,999.0,205.99
1527,0,615,254,adobe creative suite cs3 design standard upgrade,adobe cs3 web standard upsell,adobe,,399.0,819.99
1528,0,1195,535,home design architect series 3000 v10 .0,encore inc 3d home architect landscape designer v 8.0,punch ! software,,149.95,25.49
1529,0,572,1017,adobe dreamweaver cs3 upgrade,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,adobe,,199.0,799.0
1530,0,586,1099,quickbooks premier professional services edition 2007,quickbooks ( r ) premier 2003,intuit,,399.95,499.99
1531,0,208,1735,wasp bar code wasp bar code labeler complete package 3 users std cd -,98741h mobile phonetools v. 4.0 complete package 1 user cd win,wasp technologies,,,18.59
1532,0,118,3160,crystal reports xi professional edition,microsoft ( r ) windows ( r ) xp professional edition with sp2,business objects,,495.0,199.99
1533,0,1341,2804,instant immersion hawaiian audio,instant immersion spanish deluxe 2.0 topics,topics entertainment,,,39.99
1534,0,779,2438,3d home architect landscape v. 8 by encore software,punch software 17100 punch ! super home suite v. 3.0 complete product architectural 1 user complete productcomplete productstandard english pc,encore software,,39.99,45.97
1535,1,1096,2460,apple remote desktop 2.2 10 client ( old version ),apple software m9953z/a remote desktop 2.2 10 client,apple,apple software,299.0,294.99
1536,0,1151,2063,pc tools spyware doctor 2007,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,encore,,29.95,25.97
1537,1,548,2302,quickbooks pro 2007 small business financial software,intuit quickbooks pro 2007 software for windows tax & finance software,intuit,,199.95,179.95
1538,0,441,1060,sony acid music studio,sony media software sound forge audio studio 8 software music production software,sony-pictures-digital-entertainment,sony-pictures-digital-entertainment,69.99,69.95
1539,0,88,1146,total training for adobe creative suite 3 : design premium bundle,adobe creative suite 3 design standard complete package 1 user academic windows,total training,,299.99,369.0
1540,0,27,1485,i copy dvds 2 professional edition,diskeeper 2007 professional,me-too-software,,69.99,46.95
1541,0,1322,2112,adobe creative suite cs3 design premium upsell,adobe production premium cs3 software suite for windows professional editing software,adobe,,1599.0,1698.95
1542,0,264,361,adobe photoshop cs3 extended [ mac ],adobe photoshop lightroom,adobe,,999.0,264.99
1543,0,511,1162,microsoft publisher 2007 version upgrade,microsoft ( r ) access 2007,microsoft,,99.95,109.99
1544,1,1031,763,singleclick network now ! pro,encore software 10392 network now ! pro ( win 98 me 2000 xp ),encore software,,39.99,34.97
1545,1,1200,579,true crime streets of la ( mac ),aspyr media inc true crime : streets of la,aspyr media,,19.99,19.07
1546,0,514,2419,microsoft windows vista ultimate upgrade [ dvd ],windows vista business sp microsoft 66j-00063,microsoft,,259.95,272.38
1547,1,579,2532,h & r block taxcut 2006 premium federal + state + efile,h & r block taxcut premium federal and state with e-file efile software mac/win tax & finance software,h & r block,,59.99,54.95
1548,0,731,621,instant immersion italian platinum,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),topics entertainment,,129.99,31.06
1549,0,968,2517,intervideo windvd 8 gold,corel intervideo windvd 8 platinum software for windows authoring software,intervideo,,49.99,69.95
1550,1,266,2384,intervideo dvd copy 5 platinum,corel intervideo dvd copy 5 platinum software for windows authoring software,corel,,49.99,49.95
1551,0,591,2911,apple iwork '06 family pack ( mac dvd ) [ older version ],iwork '06 ( mac ) apple,apple,,99.0,79.99
1552,0,950,2222,apple logic pro 7.2 upgrade,apple/emagic logic express 7.2 software music production software,apple,,299.0,299.0
1553,0,829,801,avid liquid vs 7 software,onone software smartscale software,avid technology,,888.75,189.99
1554,0,897,1853,adobe creative suite cs3 production premium upsell,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,adobe,,1199.0,424.74
1555,0,350,984,adobe creative suite cs3 design standard upsell [ mac ],adobe indesign cs3 for mac academic,adobe,,899.0,192.99
1556,0,220,84,mobileinventory additional mobile license,22798 vsi-fax license 8 additional ports linux unix win,wasp technologies,,,5189.82
1557,0,528,1311,quickbooks simple start 2007,quickbooks ( r ),intuit,,99.95,178.99
1558,0,258,2112,microsoft visual studio team edition for software architect 2005 with msdn premium,adobe production premium cs3 software suite for windows professional editing software,microsoft,,5479.0,1698.95
1559,0,597,1842,adobe creative suite cs3 design premium [ mac ],29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,adobe,,1799.0,20.97
1560,0,608,1564,adobe creative suite cs3 web premium upgrade [ mac ],adobe dreamweaver cs3 upgrade windows,adobe,,499.0,236.74
1561,0,1258,1342,punch ! home design architectura series 18,punch software 42100 punch ! home design architectural series 18 ( small box ),punch ! software,punch software,129.99,119.99
1562,0,505,1762,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],norton internet security ( v3 .0 ) mac symantec 10069614-in,symantec,,99.95,83.43
1563,0,1019,3003,neuratron photoscore professional 4,adobe acrobat professional 7,sibelius-software-ltd .,,199.99,350.0
1564,0,1195,1048,home design architect series 3000 v10 .0,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,punch ! software,,149.95,108.97
1565,0,276,3023,instant immersion 33 languages,instant immers japanese dlx 2 .,topics entertainment,,49.99,36.11
1566,0,1078,2044,3d home architect home v. 8 by encore software,encore software 13921 3d home architect home design deluxe version 9,encore software,,39.99,25.97
1567,0,1065,11,ares rising,ares rising,interplay,,69.95,29.95
1568,0,518,1014,microsoft office 2004 standard upgrade ( mac ),microsoft office basic edition 2003 license and media,microsoft,,239.99,124.95
1569,0,490,3027,microsoft visual studio professional 2005 upgrade,microsoft office visio standard 2007 upgrade ( pc ),microsoft software,,549.0,129.95
1570,0,43,3106,clip art and more 250 000 ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),imsi design,,,9.59
1571,0,633,644,sportsman 's double play,masque publishing sportsmans double play,masque,,,17.55
1572,0,586,3087,quickbooks premier professional services edition 2007,quickbooks ( r ) premier : accountant edition 2007,intuit,,399.95,399.99
1573,0,1078,2421,3d home architect home v. 8 by encore software,punch software 17100 punch ! super home suite,encore software,punch software,39.99,45.99
1574,0,358,1131,perfect attorney premium,perfect label maker,cosmi corporation,,39.99,19.99
1575,0,859,1597,onone software intellihance pro 4.1,onone software mpr-40211 mask pro 4 1-user full win xp vista/mac 10.4 or,onone software,onone software,,179.94
1576,0,695,2608,global software smart steps 1st grade windows macintosh ),phase one capture-one pro dslr raw image editing software for macintosh & windows .,global software,,,399.95
1577,0,1324,480,printmaster platinum v 17.0,punch software pro platinum v 12.0,encore software,,39.99,87.61
1578,1,1088,975,suitcase fusion 1u box,extensis suitcase fusion 1u box,extensis,,,99.99
1579,0,1115,783,punch ! master landscape professional & home design v 10.0,punch software 20100 punch ! 5 in 1 home design,punch ! software,punch software,69.95,35.99
1580,0,145,1182,microsoft virtual pc for mac 7.0 with windows 2000,microsoft ( r ) office word 2004 for mac full version,microsoft,,249.99,231.29
1581,1,855,189,micromat podlock ( mac ),micromat podlock ipod utility software,micromat,,69.0,39.99
1582,0,274,1475,instant immersion italian 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,29.99,19.95
1583,0,687,725,grisoft avg anti-virus & anti-spyware 2 year subscription,01-ssc-6991 sonicwall client/server anti-virus suite subscription license 3 years 10,grisoft,,39.95,863.87
1584,0,554,621,instant immersion german deluxe 2.0,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),topics entertainment,,39.99,31.06
1585,0,314,891,zipmagic personal edition,microspot macdraft professional edition,allume systems,,19.95,249.99
1586,0,653,2044,3d home architect home design deluxe version 9,encore software 13921 3d home architect home design deluxe version 9,encore,,29.99,25.97
1587,0,611,264,quickbooks premier manufacturer and wholesale edition 2007,intuit inc quickbooks premier edition 2007 5 user,intuit,,399.95,1309.31
1588,0,412,977,adobe creative suite cs3 web premium upsell [ mac ],adobe cs3 web standard academic,adobe,,1399.0,389.99
1589,0,348,2853,microsoft office & windows training,microsoft windows xp professional edition ( upgrade ),topics entertainment,,29.99,199.99
1590,0,1069,3207,hasbro family game collection 2006,family tree maker 16 collectors edition,encore software,,19.99,99.99
1591,0,331,3044,instant home cooking ( jewel case ),instant home cooking,topics entertainment,,9.99,9.95
1592,0,662,1893,microsoft windows terminal server 2003 client additional license for users - 5 user,vbc-00002 microsoft softgrid for terminal services v. 4.1 license 20 user cals -,microsoft,,669.0,419.8
1593,0,781,1075,microsoft excel 2004 ( mac ),microsoft ( r ) excel 2007,microsoft,,229.99,109.99
1594,0,47,548,math success deluxe 2006,topics entertainment math success deluxe 2008,topics entertainment,,49.99,31.06
1595,0,910,99,adobe creative suite cs3 master collection upgrade [ mac ],19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,1399.0,1687.48
1596,0,831,3128,rainbow fish and the whale ( win/mac ),world of rainbow fish ( a9839m2h ),global-software-publishing,global-software-publishing,9.99,19.19
1597,0,897,99,adobe creative suite cs3 production premium upsell,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,1199.0,1687.48
1598,0,1321,2501,instant immersion american sign language win/mac,instant immers french dlx 2,topics entertainment,,9.99,27.57
1599,0,584,924,microsoft windows vista business full version [ dvd ],microsoft windows xp pro oem sp2 no open box returns,microsoft,,299.95,149.99
1600,0,287,2363,sibelius 5 professional edition,sibelius sibelius 4 software educational discount music production software,sibelius-software-ltd .,sibelius-software-ltd .,599.0,249.95
1601,0,1262,485,adobe flash pro cs3 upgrade [ mac ],adobe illustrator cs3 upgrade from freehand for mac,adobe,,199.0,206.99
1602,0,497,3204,microsoft data analyzer 2002,microsoft ( r ) project 2002,microsoft,,179.0,329.99
1603,0,1284,792,punch ! master landscape & home design,punch software master landscape professional & home design v 10.0,punch ! software,,99.99,69.99
1604,0,492,2818,microsoft productivity pack for windows mobile,microsoft windows vista business ( pc ),microsoft,,29.99,299.99
1605,0,448,179,instant play electric guitar ( jewel box ),topics entertainment instant play guitar deluxe v2 .0,topics entertainment,,6.99,31.06
1606,0,258,137,microsoft visual studio team edition for software architect 2005 with msdn premium,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,microsoft,,5479.0,757.74
1607,1,460,2512,snap ! 8 player poker 5 pack,topics entertainment cs-50613 snap ! 8 player poker 5 pack,topics entertainment,,29.06,18.99
1608,0,93,1095,microsoft office frontpage 2003 academic version windows ),microsoft ( r ) frontpage 2002,microsoft,,159.98,169.56
1609,0,439,2311,sym clt security 3.1 scs media cd en,symantec 11105054 sym web sec win 3.0 media cd en,symantec media,,28.0,17.49
1610,0,1185,1080,3d home architect landscape design deluxe version 9,punch software 25100 punch ! master landscape and home design,encore,punch software,29.99,45.99
1611,0,522,1182,microsoft visio standard 2007,microsoft ( r ) office word 2004 for mac full version,microsoft,,259.95,231.29
1612,0,573,381,coreldraw graphics suite x3 upgrade,corel corel word perfect office 12 upgrade,corel,,179.0,49.99
1613,0,522,998,microsoft visio standard 2007,microsoft word 2004,microsoft,,259.95,209.99
1614,0,1190,2720,punch ! professional home design,punch software 90500 home design studio mac,punch ! software,punch software,89.99,135.99
1615,0,895,3036,hoyle card games 2007,hoyle game collection 4 game pack,encore software,,19.99,14.95
1616,0,662,1773,microsoft windows terminal server 2003 client additional license for users - 5 user,f89-00346 microsoft internet security and acceleration server enterprise edition license,microsoft,,669.0,537.72
1617,1,505,2162,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec norton internet security 3.0 software for macintosh apple & mac software,symantec,,99.95,89.95
1618,0,570,3209,professor teaches windows xp,professor ( r ) teaches office 2003,individual software,,19.99,29.97
1619,0,284,2192,sibelius 5 educational edition,sibelius sibelius 4 software music production software,sibelius-software-ltd .,sibelius-software-ltd .,329.0,449.95
1620,0,553,558,adobe indesign cs3 upgrade from pagemaker,adobe cs3 design standard,adobe,,199.0,1243.99
1621,0,1160,2158,apple mac os x tiger 10.4.6 ( mac dvd ),apple mac os x v10 .4 tiger software family pack apple & mac software,apple computer,,129.0,199.95
1622,1,1247,516,audio success series : winning strategies,topics entertainment audio success series : winning strategies,topics entertainment,,,31.06
1623,0,1115,2720,punch ! master landscape professional & home design v 10.0,punch software 90500 home design studio mac,punch ! software,punch software,69.95,135.99
1624,0,361,946,adobe creative suite cs3 web standard upsell,adobe cs3 design standard upgrade,adobe,,799.0,413.99
1625,0,808,2009,3d home architect landscape designer v8,punch software 26100 punch ! master landscape and home design ( small box ),encore software,punch software,29.99,45.99
1626,0,823,3175,microsoft word 2004 upgrade ( mac ),microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,109.99,108.87
1627,0,981,3009,instant immersion italian v2 .0 ( large box ),instant immersion japanese 2.0,topics entertainment,,29.99,22.43
1628,1,636,277,mavis beacon teaches typing deluxe v17,broderbund mavis beacon teaches typing deluxe17,encore software,,39.99,36.99
1629,0,654,1148,acrobat professional 8 ( windows ),adobe acrobat 7.0 professional ( education version ) for windows,adobe,,273.0,154.99
1630,0,1050,758,middle school advantage 2008,encore software 10449 high school advantage 2007 win 98 me 2000 xp,encore,,39.99,26.97
1631,0,737,1595,adobe photoshop cs2 ( mac ) [ old version ],adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,adobe,,649.0,537.65
1632,0,571,998,microsoft visio standard 2007 version upgrade,microsoft word 2004,microsoft,,129.95,209.99
1633,0,737,508,adobe photoshop cs2 ( mac ) [ old version ],adobe photoshop elements 4.0 mac academic,adobe,adobe-education-box,649.0,69.99
1634,1,94,1629,warlords 3 ( jewel case ),warlords iii darklords rising,red-orb-entertainment,red-orb-entertainment,,11.95
1635,0,1145,915,microsoft office 2004 standard ( mac ),microsoft office 2004 std upgrade,microsoft,,399.99,219.99
1636,0,158,986,photo objects 150 000 for macintosh,adobe photoshop cs3 for mac,nova development,,49.99,609.99
1637,0,1322,946,adobe creative suite cs3 design premium upsell,adobe cs3 design standard upgrade,adobe,,1599.0,413.99
1638,1,701,411,airline tycoon deluxe,sos aggregation company airline tycoon deluxe topware interactive,topware interactive,,19.99,15.95
1639,0,350,1678,adobe creative suite cs3 design standard upsell [ mac ],adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,adobe,,899.0,1482.0
1640,0,1259,2039,print shop 22 pro publisher deluxe,the printshop pro publisher v22 deluxe dvd-rom,encore,,99.99,69.9
1641,1,57,2101,museums of the world,topics presents : museums of world,topics entertainment,,19.99,12.9
1642,0,1019,1183,neuratron photoscore professional 4,web easy ( r ) professional 6,sibelius-software-ltd .,,199.99,49.99
1643,1,557,2112,adobe creative suite cs3 production premium,adobe production premium cs3 software suite for windows professional editing software,adobe,,1699.0,1698.95
1644,0,389,832,instant immersion japanese 2.0,topics entertainment instant immersion spanish audio deluxe,topics entertainment,,19.99,17.55
1645,0,128,2674,procurve vpn client software unlimited client licenses,d-link vpn client software ( 1-user license ) ds-601 ds-601,hewlett packard,,,42.99
1646,1,442,2180,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,microsoft licenses,,4215.77,2335.47
1647,0,1269,3026,punch 5 in 1 home design,punch software 90500 home design studio mac,punch ! software,punch software,39.99,135.99
1648,1,171,1472,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft d48-00369 word mac 10.0 eng gov ' t 659556873790,microsoft licenses,,349.83,191.94
1649,0,772,263,adobe illustrator cs3 [ mac ],adobe photoshop cs3 extended for mac,adobe,,599.0,935.99
1650,0,751,2502,project x project management software,cakewalk project5 version 2 software music production software,marware,,199.95,199.0
1651,0,109,2804,instant immersion french 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99
1652,0,839,371,adobe photoshop cs3 extended,adobe photoshop cs3 for mac upgrade,adobe,,999.0,189.99
1653,0,1021,1447,resumemaker professional 12.0,i copydvds 2 professional edition,individual software,me-too-software,29.99,27.9
1654,0,157,508,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe photoshop elements 4.0 mac academic,adobe systems inc,adobe-education-box,,69.99
1655,0,1353,1666,instant immersion italian deluxe v2 .0 ( large box ),instant immersion italian audio ( audio book ),topics entertainment,,29.99,19.95
1656,0,602,372,adobe creative suite cs3 design standard upgrade [ mac ],adobe premiere pro cs3 upgrade,adobe,,399.0,308.99
1657,0,578,3183,microsoft office excel 2007,microsoft ( r ) money 2004 standard,microsoft,,229.95,29.99
1658,1,1277,1031,palo alto marketing plan pro 9.0,palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc,palo-alto-software,palo-alto-software,179.0,149.97
1659,0,580,1772,quickbooks premier edition 2007 5 user multi-pack,121744 diskeeper 2007 pro premier edition complete package 5 workstations dvd w,intuit,,1499.95,426.58
1660,0,1232,1448,sound forge 9.0,sony creative software sfas9000 sound forge audio studio 9,sony media,,399.96,53.97
1661,0,608,1763,adobe creative suite cs3 web premium upgrade [ mac ],29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,499.0,1687.48
1662,0,601,2982,jumpstart kindergarten,reader rabbit kindergarten special 2-cd edition,knowledge adventure,,19.99,12.95
1663,0,157,1738,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),22002170 adobe acrobat standard v. 8.0 complete package 1 user cd win can,adobe systems inc,,,295.25
1664,0,546,371,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe photoshop cs3 for mac upgrade,adobe,,149.99,189.99
1665,0,1276,3055,quickverse bible premier suite,quicken 2007 premier win cd,individual software,intuit,39.99,73.99
1666,0,557,911,adobe creative suite cs3 production premium,adobe cs3 production premium academic,adobe,,1699.0,569.99
1667,0,558,196,instant immersion spanish 2.0,topics entertainment instant immersion spanish advanced audio,topics entertainment,,29.99,12.05
1668,0,632,2518,microsoft windows xp professional full version with sp2,microsoft powerpoint mac 2004 version upgrade,microsoft,,299.99,89.99
1669,0,161,2982,gods : lands of infinity special edition,reader rabbit kindergarten special 2-cd edition,strategy first,,29.99,12.95
1670,0,6,533,adobe after effects professional 6.5 upgrade from standard to professional,adobe acrobat v8 .0 professional for mac,adobe,,499.99,405.99
1671,0,883,911,adobe creative suite cs3 production premium,adobe cs3 production premium academic,adobe,,1699.0,569.99
1672,0,316,2865,f-secure internet security 2007 3 pcs,mcafee internet security suite 2007 3-user ( pc ),global-marketing-partners,,79.99,89.99
1673,0,662,16,microsoft windows terminal server 2003 client additional license for users - 5 user,eu063av aba microsoft windows xp professional license and media 1 user cto english -,microsoft,,669.0,137.09
1674,0,609,1136,quicken 2007 for mac,quicken ( r ) for mac 2007,intuit,,69.95,69.99
1675,0,546,3166,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe ( r ) photoshop ( r ) album 1.0,adobe,,149.99,49.88
1676,0,979,948,logic express 7,apple logic express 7.2 upgrade from v. 6,apple computer,apple-computer - ( direct ),299.0,99.99
1677,0,866,2141,system care professional,system mechanic 6 professional,avanquest,,49.95,36.9
1678,0,523,286,microsoft windows vista ultimate full version [ dvd ],microsoft windows xp home edition sp2 retail box,microsoft,,399.95,199.99
1679,1,308,3098,virusbarrier x4 10.4 for mac-10 users,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u ),intego,,329.95,316.75
1680,0,648,1583,internet security barrier x4 antispam edition,internet security suite 2007 home protection pack xl box,intego inc,,,61.06
1681,1,1018,771,wheel of fortune deluxe,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista,encore,,19.99,18.97
1682,0,197,30,sonicwall global vpn client license 01-ssc-5310 ),01-ssc-6993 sonicwall client/server anti-virus suite subscription license 3 years 50,sonic systems inc. .,,,3992.98
1683,0,181,288,emedia rock guitar method,emedia music corp emedia intermediate guitar method,emedia,,39.99,49.21
1684,1,1151,2126,pc tools spyware doctor 2007,encore software 10990 pc tools spyware doctor 2007 win 98 me 2000 xp,encore,,29.95,26.97
1685,0,481,1178,art explosion t-shirt factory deluxe 3.0,art explosion ( r ) greeting card factory ( r ) deluxe 6.0,nova development,,29.99,49.99
1686,1,1287,1035,punch ! 5 in 1 home design,punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc,punch ! software,,39.99,35.97
1687,1,525,237,corel painter x win/mac,corel painter x,corel,,429.0,395.99
1688,1,935,2179,corel dvd moviefactory 6.0 plus,corel ulead dvd moviefactory plus 6 software for windows authoring software,corel,,79.99,79.95
1689,0,497,3199,microsoft data analyzer 2002,microsoft ( r ) office ultimate 2007,microsoft,,179.0,539.95
1690,0,883,369,adobe creative suite cs3 production premium,adobe cs3 design premium upsell,adobe,,1699.0,1639.99
1691,0,779,562,3d home architect landscape v. 8 by encore software,encore inc 3d home architect landscape design deluxe v 9.0,encore software,,39.99,25.49
1692,0,808,2573,3d home architect landscape designer v8,encore software 10636 3d home architect landscape v. 8by,encore software,,29.99,25.97
1693,0,361,1842,adobe creative suite cs3 web standard upsell,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,adobe,,799.0,20.97
1694,1,935,3008,corel dvd moviefactory 6.0 plus,dvd moviefactory 6 plus,corel,,79.99,77.32
1695,0,799,1947,hp dss software v. 4.0 complete package t1936aa ua0 ),vp-wf04-00s1 kofax virtualrescan plus upgrade kit v. 4.0 complete package 1 user,hewlett-packard - ( consumables ),,630.36,879.93
1696,1,1038,2339,printmaster 17 gold by encore software,encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,encore software,,30.66,17.97
1697,0,516,1763,adobe creative suite cs3 design premium upgrade [ mac ],29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,599.0,1687.48
1698,0,975,2214,computrace lojack for laptops 1 year license ( mac ),absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),absolute software,,49.95,41.97
1699,1,1258,2765,punch ! home design architectura series 18,punch software 41100 punch ! home design architectural series 18,punch ! software,punch software,129.99,118.99
1700,0,523,2959,microsoft windows vista ultimate full version [ dvd ],microsoft windows vista business full version,microsoft,,399.95,249.95
1701,0,512,795,microsoft windows xp professional upgrade with sp2,individual software professor teaches windows xp,microsoft software,,199.99,19.99
1702,1,633,281,sportsman 's double play,masque publishing sportsmans double play with american billiards,masque,,,17.55
1703,0,827,2167,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,cakewalk sonar 6 studio edition software music production software,m-audio,,299.99,279.95
1704,0,606,2497,microsoft office 2004 professional ( mac ),office pro 2007 upgrade microsoft 269-10294,microsoft,,499.99,257.71
1705,0,516,911,adobe creative suite cs3 design premium upgrade [ mac ],adobe cs3 production premium academic,adobe,,599.0,569.99
1706,0,324,2056,reader rabbit preschool,reader rabbit 1st grade,the-learning-company,,29.99,17.9
1707,0,674,2876,school zone flash action addition/subtraction ( windows/macintosh ),school zone flash action alphabet/numbers 1-100 ( pc & mac ) ( 08410 ),school zone,,12.99,9.59
1708,1,950,2288,apple logic pro 7.2 upgrade,apple/emagic logic pro 7.2 software upgrade music production software,apple,,299.0,259.95
1709,0,772,2839,adobe illustrator cs3 [ mac ],adobe flash cs3 professional ( mac ),adobe,,599.0,699.0
1710,0,109,1666,instant immersion french 2.0,instant immersion italian audio ( audio book ),topics entertainment,,29.99,19.95
1711,0,1145,1105,microsoft office 2004 standard ( mac ),microsoft visual basic . net standard 2003,microsoft,,399.99,108.95
1712,0,527,531,adobe premiere elements 3.0,adobe cs3 web premium upgrade,adobe,,99.99,517.99
1713,1,10,1953,paper art : gift wrapping,paper art volume 2 : gift wrapping,arc-media-inc .,arc-media-inc .,,6.95
1714,0,543,954,adobe photoshop cs3 upgrade [ mac ],adobe dreamweaver cs3 upgrade,adobe,,199.0,205.99
1715,0,301,2984,broderbund printmaster platinum 16.0,printmaster platinum 16,encore software,,39.99,19.95
1716,0,783,2179,corel dvd moviefactory 6.0,corel ulead dvd moviefactory plus 6 software for windows authoring software,corel,,49.99,79.95
