tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2308,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",Object Database Management Group,SIGMOD Record,1994,11844,Information Age Transformation,DS Alberts,"Getting to a,",,0
704,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose,VLDB,1999,24054,Attributional style in depression: A meta-analytic review,"PD Sweeney, K Anderson, S Bailey","Journal of Personality and Social Psychology,",1986.0,0
2028,Accelerating XPath location steps,Torsten Grust,SIGMOD Conference,2002,28623,Accelerating XPath location steps,T Grust,,,1
1979,Optimization Algorithms for Exploiting the Parallelism-Communication Tradeoff in Pipelined Parallelism,"Waqar Hasan, Rajeev Motwani",VLDB,1994,46510,Hatch PP An integrated methodology and toolset for database design,"ME McLaughlin, KBB Hill, DD Brown, MA Rogers, H AM","ACM SIGMOD Record,",,0
1790,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",VLDB,1999,43400,Modelling Forms of Surprise in an Artificial Agent,"L Macedo, A Cardoso",,,0
353,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Jacek Leszczylowski, Yahiko Kambayashi",VLDB,1995,16609,The interaction between functional dependencies and template dependencies,"F Sadri, JD Ullman","Proceedings of the 1980 ACM SIGMOD international conference  &hellip;,",1980.0,0
2512,A simple algorithm for finding frequent elements in streams and bags,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",ACM Trans. Database Syst.,2003,7642,On incremental rendering of silhouette maps of a polyhedral scene,"A Efrat, LJ Guibas, OA Hall-Holt, L Zhang",,,0
1112,ProTDB: Probabilistic Data in XML,"Andrew Nierman, H. V. Jagadish",VLDB,2002,13970,ProTDB: Probabilistic Data in XML.,"A Nierman, HV Jagadish","VLDB,",2002.0,1
1068,Pixel-oriented Database Visualizations,Daniel A. Keim,SIGMOD Record,1996,12184,projet anim?© par le CRIPT du groupe des Ecoles Telecom,C du Moulin,,,0
1966,Probabilistic object bases,"Thomas Eiter, V. S. Subrahmanian, Thomas Lukasiewicz, James J. Lu",ACM Trans. Database Syst.,2001,29879,Probabilistic object bases,"T Eiter, JJ Lu, T Lukasiewicz, VS Subrahmanian","ACM Transactions on Database Systems,",2001.0,1
1717,RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,"Kam-yiu Lam, Krithi Ramamritham, Alan Kwan",VLDB,2002,59621,Tangences homocliniques stables pour les ensembles hyperboliques de grande dimension fractale,"CG Moreira, JC Yoccoz",To,,0
1329,Introduction to Constraint Databases - Book Review,Bart Kuijpers,SIGMOD Record,2002,32395,"The evolution of prehistoric political organizations in the Moche Valley, Peru, unpublished doctoral",BR Billman,"Santa Barbara: University of California,",,0
220,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",Peter Baumann,VLDB,2003,45567,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",P Baumann,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,1
230,An Experimental System for Object-Based Sharing in Federated Databases,"Shahram Ghandeharizadeh, Doug Fang",VLDB J.,1996,312,An Evaluation of Buffer Management Strategies for Relational Database Systems//VLDB'85,"HT Chou, DJ DeWitt","Proceedings of 11th International Conference on Very Large  &hellip;,",,0
125,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,"Wen-Syan Li, Chris Clifton",SIGMOD Conference,1995,54708,High performance multichip interconnection design,"D Zhou, F Tsui, DS Gao","Proc. 4th ACM/SIGDA Physical Design Workshop,",,0
534,Generic Schema Matching with Cupid,"Philip A. Bernstein, Erhard Rahm, Jayant Madhavan",VLDB,2001,55142,A Tool for Discriminant Analysis and Classification of Software Metrics,"V Rodriguez, WT Tsai","Information and Software Technology,",1987.0,0
785,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",VLDB,1996,56078,Dynamic Tree Isomorphism via First-order Updates to a Relational Database,K Etessami,,,0
1576,A Vision of Management of Complex Models,"Rachel Pottinger, Alon Y. Halevy, Philip A. Bernstein",SIGMOD Record,2000,2371,Insiders Slam Navy Intranet,D Verton,"Computerworld,",,0
1161,Semantic and Schematic Similarities Between Database Objects: A Context-Based Approach,"Vipul Kashyap, Amit P. Sheth",VLDB J.,1996,21785,A prosody-only decision-tree model for disfluency detection,"E Shriberg, R Bates, A Stolcke",,,0
1626,Partial results for online query processing,"Joseph M. Hellerstein, Vijayshankar Raman",SIGMOD Conference,2002,22733,Texture classification based on cooccurence of gray level run length matrices,"F Albregtsen, B Nielsen","&hellip;  Journal of Intelligent Information Processing Systems,",,0
9,UniSQL's Next-Generation Object-Relational Database Management System,"Phil Janus, Albert D'Andrea",SIGMOD Record,1996,9857,Designing DBMS Support for the Temporal Dimension,"VY Lum, P Dadam, R Erbe, J Guenauer, G Walch, H",,,0
1764,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,Guido Moerkotte,VLDB,1998,5235,Small Materialized Aggregates: A Light Weight Index Structure,G MOERKOTTE,"VERY LARGE DATA BASES CONFERENCE (VLDB???98),",,1
935,Ensuring Consistency in Multidatabases by Preserving Two-Level Serializability,Sharad Mehrotra,ACM Trans. Database Syst.,1998,56003,Some Environmental Factors in the Economic Development of the Tropics,"JA Tosi Jr, RF Voertman","Economic Geography,",1964.0,0
2018,Query Caching and Optimization in Distributed Mediator Systems,"Sibel Adali, Yannis Papakonstantinou, K. Sel?uk Candan, V. S. Subrahmanian",SIGMOD Conference,1996,31626,Optimal Histograms for Hierarchical Range Queries,N Koudas,,,0
596,Learning to match ontologies on the Semantic Web,"Jayant Madhavan, Robin Dhamankar, Alon Y. Halevy, Pedro Domingos, AnHai Doan",VLDB J.,2003,53905,"Walking&gt; walking-in-place&gt; flying, in virtual environments","M Usoh, K Arthur, MC Whitton, R Bastos, A Steed, M",,,0
1018,Concurrency and Recovery for Index Trees,"David B. Lomet, Betty Salzberg",VLDB J.,1997,3564,Concurrency and Recovery for Index Trees,"B Salzberg, D Lomet",,,1
1135,Supervised Wrapper Generation with Lixto,"Sergio Flesca, Robert Baumgartner, Georg Gottlob",VLDB,2001,41167,Supervised Wrapper Generation with Lixto,"R Baumgartner, S Flesca, G Gottlob","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2001.0,1
152,Temporal Database System Implementations,Michael H. B?hlen,SIGMOD Record,1995,46058,Concurrent Update Control and Data Base Integrity,GC Everest,"IFIP Working Conference Data Base Management,",,0
2035,A Performance Study of Transitive Closure Algorithms,"Raghu Ramakrishnan, Shaul Dar",SIGMOD Conference,1994,31184,"Nonlocal Modeling of Anomalous Diffusion in Nonuniform Plasma with Drift Waves,???","VI Khvesyuk, SV Ryzhkov, AY Chirkov","Proc. 29th EPS Conf. on Plasma Phys. Contr. Fusion, Montreux",,0
1508,Advanced Database Technologies in a Diabetic Healthcare System,"Chenyi Xia, Wynne Hsu, Keng Lik Teo, Mong-Li Lee, Beng Chin Ooi, Pranab Kumar Mohanty",VLDB,2002,49116,Lisp session,R Hudson,"History of programming languages---II table of contents,",1996.0,0
2192,The Design of an Acquisitional Query Processor For Sensor Networks,"Samuel Madden, Wei Hong, Joseph M. Hellerstein, Michael J. Franklin",SIGMOD Conference,2003,1140,A uniqueness result concerning a robust regularized least-squares solution,"AH Sayed, H Chen",submitted for,,0
1156,Lots o' Ticks: Real-Time High Performance Time Series Queries on Billions of Trades and Quotes,"Arthur T. Whitney, Dennis Shasha",SIGMOD Conference,2001,58821,Teaching Based on Knowledge of Students,J Katz,"New Directions for Teaching and Learning,",,0
314,Comprehension Syntax,"Limsoon Wong, Dan Suciu, Val Tannen, Peter Buneman, Leonid Libkin",SIGMOD Record,1994,31970,Efficient Aggregation of Delay-Constrained Data in Wireless Sensor Networks,"K Akkaya, M Younis, M Youssef",,,0
377,AgFlow: Agent-based Cross-Enterprise Workflow Management System,"Boualem Benatallah, Anne H. H. Ngu, Phuong Nguyen, Liangzhao Zeng",VLDB,2001,58727,An imprecise hierarchical model for behaviour under uncertainty. 1999,"G de Cooman, P Walley",Submitted for,,0
1887,A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,"Carl Medsker, Margaret Christensen, Il-Yeol Song",SIGMOD Record,1995,26009,Effect of Sample Inhomogeneity on Radiation-Induced Size Changes in Graphite,"VA Nikolaenko, VN Kuznetsov, PA Platonov, OK","At. Energ,",,0
1900,Manipulating Interpolated Data is Easier than You Thought,"St?phane Grumbach, Philippe Rigaux, Luc Segoufin",VLDB,2000,11146,"Visual Data Mining, Tutorial",DA Keim,International Conference on Very Large Databases,,0
1337,Semantic Integration of Semistructured and Structured Data Sources,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",SIGMOD Record,1999,8538,"Analysis of Hourly Surface Weather Observations, 1988-1992","D Clark, J Evans","computer data file, MIT/Lincoln Laboratory, Lexington, MA (",,0
837,Generating Efficient Plans for Queries Using Views,"Chen Li, Jeffrey D. Ullman, Foto N. Afrati",SIGMOD Conference,2001,60610,A Non-Stop kernel,J BARTLETT??¦,,,0
70,Static Analysis Techniques for Predicting the Behavior of Active Database Rules,"Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein",ACM Trans. Database Syst.,1995,9357,JM Hellerstein Static Analysis Techniques for Predicting the Behavior of Active Database Rules,"A Aiken, J Widom",Transactions on Database,,1
244,Composing Web services on the Semantic Web,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",VLDB J.,2003,29056,"The Contexts of College Teaching, Past and Future.",KE Eble,"New Directions for Teaching and Learning,",1988.0,0
797,SQL Open Heterogeneous Data Access,"Berthold Reinwald, Hamid Pirahesh",SIGMOD Conference,1998,33862,Double-Latch Clocking Scheme for Low-Power IP Cores,"C Arm, JM Masgonty, C Piguet","LECTURE NOTES IN COMPUTER SCIENCE,",2000.0,0
1279,The Cougar Approach to In-Network Query Processing in Sensor Networks,"Johannes Gehrke, Yong Yao",SIGMOD Record,2002,39428,"Promoting Inquiry in Undergraduate Learning, Volume 38",F Weaver,"New Directions in Teaching and Learning Series. San  &hellip;,",,0
2088,Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,"Bernhard Zeller, Alfons Kemper",VLDB,2002,38675,Testing in the real world,MJ Miller,"PC Magazine,",1993.0,0
726,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton",SIGMOD Record,1995,42433,The BT operational support systems architecture,N Furley,"BT Technology Journal,",1997.0,0
2503,Reminiscences on Influential Papers,"Kaladhar Voruganti, Ren?e J. Miller, Kenneth A. Ross, Flip Korn",SIGMOD Record,2002,27942,Calcium antagonists for aneurysmal subarachnoid haemorrhage,"GJ Rinkel, VL Feigin, A Algra, M Vermeulen, J van","Cochrane Database Syst Rev,",2002.0,0
1974,Exploratory Mining and Pruning Optimizations of Constrained Association Rules,"Alex Pang, Jiawei Han, Raymond T. Ng, Laks V. S. Lakshmanan",SIGMOD Conference,1998,15931,Supplemental Instruction Sessions in College Algebra and Calculus,"SL Burmeister, JM Carter, LR Hockenberger, PA","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1994.0,0
2230,DeeDS Towards a Distributed and Active Real-Time Database System,"Joakim Eriksson, Jonas Mellin, Sten Andler, Mikael Berndtsson, Bengt Eftring, J?rgen Hansson",SIGMOD Record,1996,60434,The possibilities to control and to regulate the energy consumption(Abstract Only),A LEPISTO,"Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991.0,0
681,A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP,"Yang-Sae Moon, Young-Koo Lee, Il-Yeol Song, Kyu-Young Whang",VLDB,2002,51142,Settlement of Roadbed Under Traveling Load [A],"HNTK IY, M Sunnga","Proc 28th Japan Conf SMFE,",,0
285,Providing Better Support for a Class of Decision Support Queries,"Antonio Badia, Dirk Van Gucht, Sudhir Rao",SIGMOD Conference,1996,11988,On Collision of o-particles with Light Atoms IV. An Anomalous Effect in Nitrogen,E Rutherford,"Phil. Mag,",,0
1954,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,"Xuemin Lin, Qing Liu, Yidong Yuan, Xiaofang Zhou",VLDB,2003,39050,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,"X Lin, Q Liu, Y Yuan, X Zhou",,,1
253,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,12012,Measles virus entry: generation of hybrid CD46/CD4 receptors to identify CD46 domains required for,U Schneider,"University of Zurich, Zurich, Switzerland,",,0
2126,Middle-tier database caching for e-business,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002,46444,Middle-tier database caching for e-business,"Q Luo, S Krishnamurthy, C Mohan, H Pirahesh, H Woo",,,1
2125,Redo Recovery after System Crashes,"Mark R. Tuttle, David B. Lomet",VLDB,1995,59097,Orphan Detection. Programming Methodology Group Memo 53,"B Liskov, R Scheifier, E Walker, W Weihl",1987,,0
1057,Asera: Extranet Architecture for B2B Solutions,Anil Nori,VLDB,2000,43580,Organizational Distribution of Information Technology: Effects of Social Context and Power,"B Butler, DE Gibbons",,,0
1768,TerraServer: A Spatial Data Warehouse,"Donald R. Slutz, Jim Gray, Tom Barclay",SIGMOD Conference,2000,9925,Microsoft TerraServer: A Spatial Data Warehouse,TBJGD Slutz,"Arxiv preprint cs.DB/9907016,",1999.0,1
1423,"DB2 Common Server: Technology, Progress, & Directions",Bruce G. Lindsay,VLDB,1995,16460,A maximum-entropy-inspired parser,E Charniak,"Proceedings of NAACL,",2000.0,0
2173,Industry Perspectives,Leonard J. Seligman,SIGMOD Record,1997,43323,Implementation of Magic Sets in Starburst,"IS Mumick, H Pirahesh","Proc. of SIGMOD Conf,",,0
146,Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB),"Dan Suciu, Maurizio Lenzerini, Daniele Nardi, Werner Nutt",SIGMOD Record,2001,53657,Connecting Windows and Non-Windows Devices with IrDA,M Zintel,,,0
1637,Fast Algorithms for Projected Clustering,"Joel L. Wolf, Cecilia Magdalena Procopiuc, Jong Soo Park, Charu C. Aggarwal, Philip S. Yu",SIGMOD Conference,1999,14529,An Approach to the Design of Object Associations,"J Ayre, FG Wilkie, JG Hugues",Information and Software,,0
996,Copy Detection Mechanisms for Digital Documents,"Hector Garcia-Molina, Sergey Brin, James Davis",SIGMOD Conference,1995,18085,Using a steerable projector and a camera to transform surfaces into interactive displays,C Pinhanez,,,0
2098,Advances in Real-Time Database Systems Research,Azer Bestavros,SIGMOD Record,1996,9697,On the integration of software design information,GJ Ampt,"Information and Software Technology,",1987.0,0
295,Treasurer's Message,Joachim Hammer,SIGMOD Record,2001,18027,Rapid signalling by variance in ensembles of neocortical neurons,"G Silberberg, M Bethge, H Markram, M Tsodyks, K",2002,,0
136,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997,10442,Securing distributed computing against the hostile host,"JH Hine, P Dagger",,,0
887,DISIMA: A Distributed and Interoperable Image Database System,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer ?zsu",SIGMOD Conference,2000,43100,Adaptive functioning: Reliability and validity of clinical judgement,"A Heim, S Muderrisoglu, D Westen","Unpublished manuscript,",,0
1519,Safe Query Languages for Constraint Databases,Peter Z. Revesz,ACM Trans. Database Syst.,1998,4439,Safe query languages for constraint databases,PZ Revesz,"ACM Transactions on Database Systems,",1998.0,1
985,Database Research at Arizona State University,"Suzanne W. Dietrich, Forouzan Golshani, Susan Darling Urban",SIGMOD Record,1996,7399,Database Research at Arizona State University,"SD Urban, SW Dietrich, F Golshani","SIGMOD Record,",1996.0,1
364,MultiMediaMiner: A System Prototype for Multimedia Data Mining,"Jenny Chiang, Ze-Nian Li, Osmar R. Za?ane, Sonny H. Chee, Jiawei Han",SIGMOD Conference,1998,133,Multimedia Miner: A System Prototype for Multimedia Data Mining,"J Han, SH Chee, JY Chiang","Proceedings of ACM-SIGMOD International Conference on  &hellip;,",1998.0,1
776,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez",VLDB,1997,44223,PARDES?? a data-driven oriented database model,O Etzion,"SIGMOD RECORD,",,0
1255,POESIA: An ontological workflow approach for composing Web services in agriculture,"Ling Liu, Eduardo Delgado Assad, Calton Pu, Renato Fileto, Claudia Bauzer Medeiros",VLDB J.,2003,52615,Analytic functions with some univalent Gelfond-Leontev derivatives,"GP KAPOOR, OP JUNEJA, J PATEL",Demonstration,,0
644,Electronic Market: The Roadmap for University Libraries and Members to Survive in the Information Jungle,"Peter C. Lockemann, Bethina Schmitt, Michael Christoffel, Sebastian Pulkowski",SIGMOD Record,1998,46139,MironLivny. Birch: An efficient data clustering method for very large databases,RR TianZhang,"ACM SIGMOD Conference on Management of Data,",,0
2489,To Table or Not to Table: a Hypertabular Answer,"Giuseppe Santucci, Laura Tarantino",SIGMOD Record,1996,7964,To Table or Not to Table: a Hypertabular Answer,"G Santucci, L Tarantino","SIGMOD Record,",1996.0,1
206,Translating Web Data,"Ren?e J. Miller, Ronald Fagin, Yannis Velegrakis, Mauricio A. Hern?ndez, Lucian Popa",VLDB,2002,32761,Translating Web Data,"L Popa, Y Velegrakis, RJ Miller, MA Hernandez, R","VLDB,",2002.0,1
1364,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",Praveen Seshadri,SIGMOD Conference,1999,21434,"???Honey, I shrunk the database???: footprint, mobility, and beyond",P Seshadri,"Proceedings of the 1999 ACM SIGMOD international conference  &hellip;,",1999.0,1
734,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo H?rder",VLDB J.,1996,38742,Critical Neutron Fluence as a Factor Determining the Service Life of RBMK Reactor Graphite,"VI Karpukhin, VA Nikolaenko, VN Kuznetsov","At. Energ,",,0
2444,WebView Materialization,"Nick Roussopoulos, Alexandros Labrinidis",SIGMOD Conference,2000,19804,WebView Materialization,"A Labrinidis, N Roussopoulos",,,1
1369,Preference formulas in relational queries,Jan Chomicki,ACM Trans. Database Syst.,2003,34416,Preference Formulas in Relational Queries,J Chomicki,"ACM Transactions on Database Systems,",2003.0,1
2336,Geo/Environmental and Medical Data Management in the RasDaMan System,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",VLDB,1997,6809,Some observations on the development of the organization in phanerogamous plants,M SCHLEIDEN,"Phil. Mag,",,0
1917,THESUS: Organizing Web document collections based on link semantics,"Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis",VLDB J.,2003,17831,THESUS: ORGANIZING WEB DOCUMENT COLLECTIONS BASED ON LINK SEMANTICS,"A GREECE, D de Voluceau",,,1
654,Learning Response Time for WebSources Using Query Feedback and Application in Query Optimization,"Jean-Robert Gruser, Vladimir Zadorozhny, Louiqa Raschid, Tao Zhan",VLDB J.,2000,24663,Learning response time for WebSources using query feedback and application in query optimization,"JR Gruser, L Raschid, V Zadorozhny, T Zhan","The VLDB Journal The International Journal on Very Large  &hellip;,",2000.0,1
1215,BHUNT: Automatic Discovery of Fuzzy Algebraic Constraints in Relational Data,"Peter J. Haas, Paul Brown",VLDB,2003,13961,"Absorption: Nature, assessment, and correlates","SM Roche, KM McConkey","Journal of Personality and Social Psychology,",,0
2285,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Sven Helmer, Guido Moerkotte, Till Westmann",VLDB,1998,4408,Machine Learning for the Improvement of Scheduling Algorithms,"MJ Realff, G Stephanopoulos","Lispe Technical Report, Massachusetts Institute of Technology",,0
739,Optimal Clip Ordering for Multi-Clip Queries,"Raymond T. Ng, Paul Shum",VLDB J.,1998,37113,Gastrimmune inhibits the primary and secondary growth of 2 rat colon carcinomas,"SA Watson, D Michaeli, TM Morris, G Robinson, JD","Procs AACR,",,0
2113,A Formal Perspective on the View Selection Problem,"Dan Suciu, Rada Chirkova, Alon Y. Halevy",VLDB,2001,43211,Agricultural pesticide use in coastal areas: A national summary. NOAA Strategic Environmental,"AS Pait, AE DeSouza, RG Farrow","MD,",,0
1604,Structured Document Storage and Refined Declarative and Navigational Access Mechanisms in HyperStorM,"Karl Aberer, Xiaoya Yang, Klemens B?hm, Erich J. Neuhold",VLDB J.,1997,7471,Introduction to Fourier Optics 1McGraw-Hill,JW Goodman,"New York,",,0
2245,Scientific Journals: Extinction or Explosion? (Panel),"Gio Wiederhold, Abraham Silberschatz, Gerhard Rossbach, Raghu Ramakrishnan, Jaco Zijlstra, Hector Garcia-Molina",VLDB,1995,32432,S and Williams SE 1960,RS Crisp,"Phil. Mag,",,0
1195,Information Systems Research at RWTH Aachen,Matthias Jarke,SIGMOD Record,1995,26499,Information Systems Research at RWTH Aachen,M Jarke,"SIGMOD Record,",1995.0,1
1650,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",VLDB,1997,18459,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"S Kumar, EK Kwang, D Agrawal","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1997.0,1
700,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"Shaoyu Zhou, M. Seetha Lakshmi",VLDB,1998,9881,Transformation behavior of a Ti50Ni47Fe3,"CM Huang, M Meichle, MB Salamon??¦",1983,,0
1454,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Kunikazu Yoda, Hirofumi Matsuzawa, Takeshi Tokuyama, Yasuhiko Morimoto, Takeshi Fukuda",VLDB,1998,56178,Orbital equivalence of integrable Hamiltonian systems with two degrees of freedom. A classification,"AV Bolsinov, AT Fomenko","I//Matem. Sbornik,",,0
747,XRANK: Ranked Keyword Search over XML Documents,"Feng Shao, Lin Guo, Chavdar Botev, Jayavel Shanmugasundaram",SIGMOD Conference,2003,35047,Out-of-bag estimation,L Breiman,"Unpublished manuscript,",1998.0,0
969,Editor's Notes,Jennifer Widom,SIGMOD Record,1995,3742,"C., and Cochrane, PA 1996",AB Singhal,Proc. of ACM,,0
631,Fibonacci: A Programming Language for Object Databases,"Antonio Albano, Renzo Orsini, Giorgio Ghelli",VLDB J.,1995,40926,"Effect of cultural commitment, counseling approach, and counselor ethnicity on perceptions of the",AR Sanchez,1986,,0
2249,Incorporating XSL Processing into Database Engines,Guido Moerkotte,VLDB,2002,24188,Incorporating XSL Processing Into Database Engines,G Moerkotte,,,1
996,Copy Detection Mechanisms for Digital Documents,"Hector Garcia-Molina, Sergey Brin, James Davis",SIGMOD Conference,1995,53533,Resistance to Xanthomonas campestris pv. citri (Hasse) Dowson in oranges (Citrus sinensis (L.),"HM Zubrzycki, A Diamante de Zubrzycki","Proc. Int. Soc. Citric,",,0
1346,An Approach for Building Secure Database Federations,"Klaus R. Dittrich, Dirk Jonscher",VLDB,1994,34644,An approach for building secure database federations [A],"J Dirk, RD Klaus","Proc. Int&#39;l. Conf. On Very Large Data Bases [C]. San  &hellip;,",,1
1635,Managing Memory for Real-Time Queries,"Miron Livny, Michael J. Carey, HweeHwa Pang",SIGMOD Conference,1994,17843,Loved or Hated: IBM 8100's Stormy Romance With Users.,T Henkel,"COMPUTERWORLD.,",1981.0,0
2372,Enabling Dynamic Content Caching for Database-Driven Web Sites,"Qiong Luo, Divyakant Agrawal, Wen-Syan Li, Wang-Pin Hsiung, K. Sel?uk Candan",SIGMOD Conference,2001,46973,Designing Component-Based Applications,K Mary,1999,,0
281,DIMACS Summer School Tutorial on New Frontiers in Data Mining,"Nick Koudas, Dimitrios Gunopulos",SIGMOD Record,2001,34149,Matching von Multiskalengraphen fur den inhaltsbasierten Zugriff auf medizinische Bilder,"B Fischer, C Thies, MO Guld, TM Lehmann",,,0
2250,Streaming Queries over Streaming Data,"Michael J. Franklin, Sirish Chandrasekaran",VLDB,2002,47984,GORDER: An Efficient Method for KNN Join Processing,"C Xia, H Lu, BC Ooi, J Hu","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,0
205,Editor's Notes,Ling Liu,SIGMOD Record,2001,27452,Gender dynamics in the ultimatum game: an evolutionary psychology perspective,"G Saad, T Gill","Submitted for publication,",,0
2250,Streaming Queries over Streaming Data,"Michael J. Franklin, Sirish Chandrasekaran",VLDB,2002,15016,PARTICLE CORRELATIONS IN HADRONIC Z 0 DECAYS,EKG SARKISYAN,,,0
1257,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",VLDB,1995,16687,Designing survivable networks using effective routing and wavelength assignment (RWA),"E Modiano, A Narula-Tam",,,0
1752,Caching Technologies for Web Applications,C. Mohan,VLDB,2001,12132,Ischemia Reperfusion Injury and Chronic Allograft Rejection,"A Szabo, U Heemann","TRANSPLANTATION PROCEEDINGS,",1998.0,0
58,The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution,"Theo H?rder, Joachim Thomas, G?nter Sauter",VLDB J.,1999,42194,"Tacrolimus (FK 506) in Kidney Transplantation: Three-Year Survival Results of the US Multicenter,",SC Jensik,"TRANSPLANTATION PROCEEDINGS,",1998.0,0
798,Report on the 18th British National Conference on Databases (BNCOD),"Carole A. Goble, Brian J. Read",SIGMOD Record,2002,50845,-Analysis and robust stability of positive linear systems,"D Hinrichsen, NK Son","APPLIED MATHEMATICS AND COMPUTER SCIENCE,",1998.0,0
979,Red Brick Warehouse: A Read-Mostly RDBMS for Open SMP Platforms,Phillip M. Fernandez,SIGMOD Conference,1994,18339,Analogy and abstract in cognitive space: a software process model,"H Zhuge, J Ma, X Shi","Information and Software Technology,",,0
595,A Workflow-based Electronic Marketplace on the Web,"Ibrahim Cingil, Nazife Dimililer, Nesime Tatbul, Ilker Durusoy, Asuman Dogac, Pinar Koksal, Sena Nural Arpinar",SIGMOD Record,1998,22202,The RADIANCE lighting simulation and rendering system,GJ Ward,"Proceedings of SIGGRAPH,",1994.0,0
2119,Histogram-Based Approximation of Set-Valued Query-Answers,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1999,48039,Histogram-Based Approximation of Set-Valued Query-Answers,"YE Ioannidis, V Poosala","VLDB,",1999.0,1
325,Outlier Detection for High Dimensional Data,"Charu C. Aggarwal, Philip S. Yu",SIGMOD Conference,2001,37480,"Health, Wealth, Pensions and Life Paths: The Corsim Dynamic Microsimulation Model",S Caldwell,"CONTRIBUTIONS TO ECONOMIC ANALYSIS,",1996.0,0
1437,Providing Dynamic Security Control in a Federated Database,"R. F. Churchhouse, W. A. Gray, N. B. Idris",VLDB,1994,17130,The Challenges of Automatic Summarization,U Hahn,,,0
257,Cumulative Updates,"Beat W?thrich, Suryanarayana M. Sripada",VLDB,1994,16558,Did Your Family Take Baths on the Prairie?,"JA Smith, D Hobbs","SOCIAL STUDIES AND THE YOUNG LEARNER,",1996.0,0
844,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"Leonard J. Seligman, Michael J. Carey",SIGMOD Record,1999,25375,Performance analysis of dataparallel programs,"VS Adve, C Koelbel, JM Mellor-Crummey","Submitted to Supercomputing,",,0
