tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
152,Credit,Meghan Trainor,Title ( Deluxe ),"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",$ 1.29,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",2:51,9-Jan-15,53177,Helldrivers,Breach,Venom,Alternative Rock,$ 1.29,1994 Burning Heart Records,5:02,"July 25 , 2002",0
1031,Ironing Man ( I Love House Edit ),Mark Knight,I Love House - Ministry of Sound,"Dance , Music",$ 1.29,2015 Ministry of Sound Recordings Ltd,4:47,13-Apr-15,46790,TBS9,Pink Floyd,The Endless River [ + video ],Rock,$ 1.29,( C ) 2002 Aftermath Records,2:27,"November 10 , 2014",0
3850,Chevy Van,Eric Church,Caldwell County - EP,"Country , Music , Contemporary Country",$ 1.29,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",2:48,14-Jan-11,28121,Better in Stereo ( Theme Song Version ),Dove Cameron,Liv and Maddie ( Music from the TV Series ),Soundtracks,$ 1.29,( C ) 2015 Disney,2:32,"March 17 , 2015",0
4282,I Wo n't Tell a Soul,Charlie Puth,I Wo n't Tell a Soul - Single,"Pop , Music , Rock",$ 1.29,"2015 Artist Partner Group , Inc",3:07,21-Aug-15,2600,Must Be The Love,BT,A Song Across Wires,"Electronica , Dance & Electronic , Trance",$ 0.99,( c ) 2014 Binary Acoustics under exclusive license to Armada Music B.V.,4:39,"September 26 , 2014",0
6762,"The Birds , Pt. 1",The Weeknd,Trilogy,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.",3:34,13-Nov-12,16934,Connection,Brian Tyler,Fast Five ( Original Motion Picture Score ),Soundtracks,$ 0.99,2014 Back Lot Music,4:25,"April 26 , 2011",0
6713,Take the Heartland,Glen Hansard,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",2:45,20-Mar-12,47467,Distant Call,Broadcast,The Future Crayon,"Alternative Rock , Indie & Lo-Fi , Rock",$ 0.99,2006 Warp Records Limited,3:33,"August 21 , 2006",0
6750,House of Balloons / Glass Table Girls,The Weeknd,Trilogy,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.",6:47,13-Nov-12,27670,Whiskey,Haley Slagle,Liar 's Best Friend,"Alternative Rock,Singer-Songwriters",$ 0.99,2015 Haley Slagle,3:39,"September 4 , 2015",0
867,9AM In Dallas,Drake,9AM In Dallas - Single,"Hip-Hop/Rap , Music",$ 1.29,2010 Young Money Entertainment/Cash Money Records,3:39,15-Jun-10,14490,"Eight Waltzes , Op. 54 , B. 101 : IV . Allegro vivace in D-Flat Major",Inna Poroshina,DvorÌÁk : Complete Piano Works,Classical,$ 0.99,2012 Brilliant Classics,2:41,"September 1 , 2010",0
6282,Same Love ( feat . Mary Lambert ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",5:20,1-Aug-12,54198,When Somebody Loves You,Alan Jackson,When Somebody Loves You,Country,$ 0.99,"( C ) 2015 The Valory Music Co. , LLC",3:27,"November 7 , 2000",0
2746,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,20961,Titanium ( Feat . Sia ),Lee Brice,"Hard Beats , Hard Body",Country,$ 1.29,"Curb Records , Inc.",4:05,,0
6406,Ca n't Back Down,"Demi Lovato , Alyson Stoner , Anna Maria Perez de TaglÌ © & Char Ligera",Camp Rock 2 : The Final Jam ( Soundtrack from the Motion Picture ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2010 Walt Disney Records,3:19,10-Aug-10,35562,Bel Air,Lana Del Rey,Paradise [ Explicit ] [ + digital booklet ],Alternative Rock,$ 1.29,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:57,"November 13 , 2012",0
5105,Chains,Nick Jonas,"NOW That 's What I Call Music , Vol . 55","Pop , Music",Album Only,"‰ ãÑ This compilation ( P ) 2015 UMG Recordings , Inc. and Sony Music Entertainment",3:20,7-Aug-15,27369,Me Prefieres A Mi ( Remix ),George Strait,Latin Pop Fiesta [ Explicit ],Country,$ 1.29,( C ) 2000 MCA Records Nashville a division of MCA Records Inc.,4:22,,0
5874,Pray,Justin Bieber,Under the Mistletoe ( Deluxe Edition ),"Holiday , Music , Pop , Christmas , Teen Pop , Rock",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:32,1-Nov-11,33015,Alive,Steve Aoki,Neon-colored Party,Dance & Electronic,$ 1.29,2011 Sub Soldiers,4:50,,0
5126,Too Much,Drake,Nothing Was the Same,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",$ 1.29,‰ ãÑ 2013 Cash Money Records Inc.,4:21,24-Sep-13,1078,Overnight Success,George Strait,22 More Hits,Country,$ 1.29,"( C ) 2007 MCA Nashville , a Division of UMG Recordings , Inc.",3:08,"November 12 , 2007",0
2822,Home,Dierks Bentley,"NOW That 's What I Call Country , Vol . 5","Country , Music",Album Only,"2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",3:58,12-Jun-12,4224,Anchor ( Noisestorm Remix ),Tritonal,Anchor ( Remixes ),"Electronica , Dance & Electronic , House",$ 0.99,2014 Enhanced Music Limited,4:02,"December 1 , 2014",0
408,Chains ( Mike Hawkins Remix ),Nick Jonas,Chains ( Mike Hawkins Remix ) - Single,"Dance , Music , R&B / Soul , Rock , Electronic",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc.",4:01,16-Sep-14,29282,The City ( Live At Sticky Studios ),Ed Sheeran,Loose Change,Pop,$ 1.29,( C ) 2007 Geffen Records/Mosley Music Group LLC,5:06,"December 9 , 2011",0
2599,Beautiful Things ( Bonus Track ),Tori Kelly,Unbreakable Smile ( Bonus Track Version ),"Pop , Music , R&B / Soul , Vocal , Rock , Contemporary R&B , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2015 Capitol Records & Schoolboy Records,3:08,23-Jun-15,55278,R.O.T.K.,Alex Greenwald,Yo,"Dance & Electronic , Pop",$ 0.99,2014 ???? ALEXANDER RECORDS ????,3:40,"May 5 , 2014",0
4917,Renegade Runaway,Carrie Underwood,Storyteller,"Country , Music , Rock",Album Only,"‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",--,,42652,Bigger Man Than Me,George Strait,Strait Out Of The Box,Country,$ 1.29,( C ) 1995 MCA Records Inc.,2:51,"September 12 , 1995",0
6660,Take a Little Ride,Jason Aldean,2014 GRAMMYå ¨ Nominees,"Pop , Music",Album Only,‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved .,3:04,17-Jan-14,5367,"St. Matthew Passion , BWV 244 : 61e . Recitative : Aber Jesus schriee abermal laut und verschied ( Evangelist )",Gerd Turk,"Bach , J.S. : St. Matthew Passion , Bwv 244",Classical,$ 0.99,( C ) 1999 BIS,0:26,"December 1 , 1999",0
1850,Rubidoux,Cold War Kids,Robbers & Cowards,"Alternative , Music , Indie Rock",Album Only,"2007 Downtown Music , LLC .",11:02,12-May-07,5429,Mouthing Off ( Featuring 4-Ize ) ( Album Version ( Explicit ) ) [ feat . 4-Ize ] [ Explicit ],Ludacris,Back For The First Time ( Explicit Version ),"R&B , Rap & Hip-Hop , Southern Rap",$ 0.99,( C ) 2000 The Island Def Jam Music Group,3:01,"October 17 , 2000",0
2476,Ai n't Back Yet,Kenny Chesney,Greatest Hits II,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2010 Sony Music Entertainment,3:59,1-Mar-10,21539,Heroes ( we could be ) ( Jai Wolf Remix ) [ feat . Tove Lo ],Alesso,Heroes ( we could be ) ( The Remixes ),Dance & Electronic,$ 1.29,"( C ) 2014 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc.",3:25,"December 8 , 2014",0
6292,Cowboy Boots,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:17,1-Aug-12,25847,Forever Today,TiÌÇsto,Just Be,"Dance & Electronic , Trance , House",$ 1.29,2004 Nettwerk Productions,7:07,"July 21 , 2010",0
5533,Drink In My Hand,Eric Church,Chief,"Country , Music , Rock , Contemporary Country , Urban Cowboy",$ 1.29,"‰ ãÑ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:11,22-Jul-11,41628,5 Minutes,Garrison Starr,Songs From Take-Off To Landing,Rock,$ 1.29,( C ) 2002 Back Porch,4:08,"March 12 , 2002",0
5047,Out of the Wilderness,Cold War Kids,Mine Is Yours ( Deluxe Version ),"Alternative , Music , Indie Rock , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2010 DGC Records,4:07,25-Jan-11,32657,U Smile,Justin Bieber,My World 2.0,Pop,$ 1.29,( C ) 2010 The Island Def Jam Music Group,3:16,"March 23 , 2010",0
739,Reboot,Henry Jackman,Big Hero 6 ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Soundtrack",$ 1.29,2014 Walt Disney Records,1:48,4-Nov-14,34367,Giant,I Am Oak,Oasem,Alternative Rock,$ 0.89,Snowstar Records,3:29,"May 13 , 2011",0
5253,Sweet Painted Lady,Elton John,Goodbye Yellow Brick Road ( 40th Anniversary Celebration ) [ Super Deluxe Edition ],"Rock , Music",$ 1.29,‰ ãÑ 2014 Mercury Records Limited,3:54,24-Mar-14,35277,Outta Control ( Dynamixx Remix ),Jaya featuring Wretch 32 and Young Simmons,Outta Control,Pop,$ 0.89,2011 Unstoppable Music Group/UBC Global Entertainment,5:22,"March 28 , 2011",0
4335,Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,"Country , Music , Contemporary Country",$ 1.29,2015 Capitol Records Nashville,3:23,10-Mar-15,32713,Badman Sound,Caspa,MyStyle ( Mixed by Caspa ),"Dance & Electronic , Dubstep",$ 0.99,2010 Dub Police Records,1:43,"April 18 , 2010",0
5510,Melissa,Jackson Browne & Gregg Allman,All My Friends : Celebrating the Songs & Voice of Gregg Allman,"Rock , Music",$ 1.29,"‰ ãÑ 2014 Blackbird Production Partners , LLC . Under Exclusive License Rounder Records . Manufactured and Distributed by Concord Music Group , Inc.",5:21,6-May-14,11484,Are You Ready ( ft. Capital J ),Bassnectar,Cozza Frenzy,"Dance & Electronic , Drum & Bass , Dubstep",$ 0.99,2009 Roy Charles Herzer,2:51,"September 29 , 2009",0
4618,Slow Turning,Keith Urban,"Love , Pain & the Whole Crazy Thing","Country , Music , Contemporary Country , Honky Tonk",$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",5:28,10-Oct-06,17620,Never Ever [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:55,"April 17 , 2009",0
3715,Wings,Little Mix,Wings - Single,"Pop , Music , Rock",$ 1.29,2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:40,12-Oct-12,11081,Desire,Years & Years,Communion ( Deluxe ),"Electronica , Dance & Electronic",$ 1.29,( C ) 2015 Polydor Ltd. ( UK ),3:26,"July 10 , 2015",0
3873,Going Away For a While,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:13,11-Sep-15,2341,Camisado,Panic ! At The Disco,A Fever You Ca n't Sweat Out,Rock,$ 1.29,( C ) 2005 Rebel Records Llc,3:11,"September 27 , 2005",0
2070,"Goodnight , Hollywood Blvd. .",Ryan Adams,Gold,"Rock , Music",$ 1.29,"2014 UMG Recordings , Inc.",3:24,30-Sep-14,13953,Dushi,Crookers,Dr. Gonzo [ Explicit ],Dance & Electronic,$ 0.99,2011 Mad Decent,4:29,"October 25 , 2011",0
6436,Locked Out of Heaven,Bruno Mars,"Now That 's What I Call Music , Vol . 46","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:50,7-May-13,18788,Jako Ii,The Notorious Outlaw Jako James Featuring Notorious James Gang,Fully Automatic,"Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap , Pop Rap",$ 0.99,( C ) 2003 Ponomo Records,4:14,"November 4 , 1997",0
1697,Happy Hour ( Worktape ),Chase Rice,Dirt Road Communion,"Country , Music",$ 0.99,2012 Dack Janiels Music,7:43,20-Mar-12,16715,I Really Like You,Carly Rae Jepsen,EåáMOåáTION ( Deluxe ),Pop,$ 1.29,( C ) 2015 School Boy/Interscope Records,3:24,"August 21 , 2015",0
3067,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],Calvin Harris,Ready for the Weekend ( Bonus Track Version ),"Dance , Music , Electronic , Rock",$ 0.99,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",8:15,18-Aug-09,14631,So Young So High,Crookers,EDM Pool Party [ Explicit ],Dance & Electronic,$ 0.99,2008 Mad Decent,3:41,,0
6341,Mashup the Dance ( feat . The Partysquad & Ward 21 ),Major Lazer,Free the Universe ( Extended Version ),"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",$ 1.29,‰ ãÑ 2013 Secretly Canadian / Mad Decent,3:49,18-Jun-13,46247,Be the Lake,Brad Paisley,The Collection,Country,$ 1.29,( C ) 2014 Essential Media Group LLC,3:56,"December 16 , 2014",0
3459,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,33696,No Other ( Original ),Good Guy Mikesh & Filburt,No Other,Dance & Electronic,$ 0.99,2012 Riotvan,6:07,"June 15 , 2012",0
3138,Dollar Signs ( feat . Tinashe ),Calvin Harris,Motion,"Dance , Music , R&B / Soul , Rock , Electronic",$ 1.29,2014 Sony Music Entertainment UK Limited,3:56,4-Nov-14,41278,Badman,Wiley,Snakes & Ladders [ Explicit ],Rap & Hip-Hop,$ 0.99,2014 Big Dada,2:48,"November 4 , 2014",0
2728,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,40131,Down with the Trumpets ( Karaoke Version ),SBI Audio Karaoke,"Sbi Karaoke Superstars - Olly Murs , Matt Cardle & Rizzle Kicks",Pop,$ 0.99,( c ) 2013 Digitop Ltd,3:08,"November 6 , 2013",0
5724,Late Night Automatic,Kevin Rudolf & Three 6 Mafia,To the Sky,"Pop,Music,Hip-Hop / Rap , Rap , R&B / Soul , Rock , Hard Rock",$ 0.99,‰ ãÑ 2010 Cash Money Records Inc.,2:46,15-Jun-10,18774,Send For Me,Beres Hammond,Full Attention,"International , Caribbean & Cuba , Reggae",$ 0.99,( c ) 2000 Jet Star Music Ltd,4:03,"June 1 , 2009",0
3529,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11,37058,Poverty 's Paradise,Naughty By Nature,Poverty 's Paradise,"Gangsta & Hardcore , Rap & Hip-Hop",$ 0.99,Ludger Boeckenhoff Audite Musikproduktion,1:04,"May 2 , 1995",0
899,Hold On,Mandy Musgrave,N Soundtrack,"Pop , Music , Soundtrack , TV Soundtrack",Album Only,2006 Viacom International Inc.,2:07,1-Aug-06,16219,You Know What I Mean,Joe Scruggs,Evening Commute,"Children 's Music , Folk",$ 1.29,2012 Zumba Fitness,2:31,,0
6123,Shades of Cool,Lana Del Rey,Ultraviolence ( Deluxe ),"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:42,16-Jun-14,2449,The Christmas Song ( Chestnuts Roasting On An Open Fire ),Mary J. Blige,A Mary Christmas,"Holiday , Christmas , Miscellaneous",$ 1.29,"( C ) 2013 The Verve Music Group / Interscope Records , a Division of UMG Recordings , Inc.",3:53,"October 15 , 2013",0
2794,I Walk the Line ( Live ),"Buddy Miller , Don Was , Greg Leisz , Ian Mclaughlin & Kenny Aronoff",We Walk the Line - A Celebration of the Music of Johnny Cash ( Live ),"Country , Music",$ 1.29,"2012 Blackbird Production Partners , LLC",2:29,3-Aug-12,44467,DontGetIt ( Album Version ( Explicit ) ) [ Explicit ],Lil Wayne,Tha Carter III ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,( C ) 2008 Cash Money Records Inc.,9:52,"August 18 , 2008",0
6162,Crazy In Love ( Kid Koala Version ),Emeli SandÌ © & The Bryan Ferry Orchestra,The Great Gatsby ( Music from Baz Luhrmann 's Film ) [ Deluxe Edition ],"Soundtrack , Music , Classical , Soundtrack",Album Only,‰ ãÑ 2013 Interscope Records,3:08,7-May-13,885,The Watcher [ Explicit ],Dr. Dre,2001 [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , West Coast",$ 1.29,( C ) 2008 Aftermath Entertainment/Interscope Records,3:26,"February 12 , 2008",0
748,Almost Love ( 24/7 ),Jessica Jarrell,Now That 's What I Call Music ! Vol . 34,"Pop , Music",Album Only,2010 NOW Joint Venture,3:19,2010,21964,Mellow,Elton John,Honky Chateau ( Remastered ),Pop,$ 1.29,( C ) 1995 Mercury Records Limited,5:32,"August 2 , 1995",0
2002,We Are Monster High ( Madison Beer Version ),Madison Beer,We Are Monster High ( Madison Beer Version ) - Single,"Children 's Music , Music , Pop",$ 1.29,"2013 Mattel , Inc.",3:01,6-Jun-13,32719,So Sick,Caspa,MyStyle ( Mixed by Caspa ),"Dance & Electronic , Dubstep",$ 0.99,2010 Dub Police Records,3:20,"April 18 , 2010",0
3319,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,45053,Own It ( Bonus Track ),The Black Eyed Peas,The Beginning ( Deluxe Version ),Pop,$ 1.29,( C ) 2010 Interscope Records,3:13,"November 30 , 2010",0
4293,American Girl,Elle King,American Girl - Single,"Alternative , Music",$ 1.29,"2015 RCA Records , a division of Sony Music Entertainment",3:48,4-May-15,5798,Anywhere With You,Jake Owen,Barefoot Blue Jean Night,Country,$ 1.29,Elektroshok Records,3:29,"August 26 , 2011",0
3307,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ 1.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:12,12-Dec-11,3799,Introduction : Also Sprach Zarathustra ( Theme From 2001 : A Space Odyssey ),Elvis Presley,Aloha from Hawaii via Satellite ( Legacy Edition ),Pop,$ 0.99,( c ) 2015 Covered Records,1:09,"March 15 , 2013",0
3873,Going Away For a While,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:13,11-Sep-15,9437,The Smithsonian,Henry Jackman,Captain America : The Winter Soldier ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,( C ) 2014 MARVEL,1:36,"April 1 , 2014",0
5718,Whatchu Waiting For,Kevin Rudolf & Three 6 Mafia,To the Sky,"Pop,Music,Hip-Hop / Rap , Rap , R&B / Soul , Rock , Hard Rock",$ 0.99,‰ ãÑ 2010 Cash Money Records Inc.,3:16,15-Jun-10,35948,El Perfume De Los 17,Coki & The Killer Burritos,Perdida,"Oldies , Pop , Latin Music , Latin Pop , Rock , International , Oldies & Retro , Latin Rock",$ 0.89,( c ) 2005 Epsa Music,2:49,"November 30 , 2004",0
2086,"Goodnight , Hollywood Blvd. .",Ryan Adams,Gold,"Rock , Music",$ 1.29,"2014 UMG Recordings , Inc.",3:24,30-Sep-14,23938,Imagine It Was Us ( Performance Track ),100 % Backing Trax,Imagine It Was Us-Karaoke Versions of Jessie Ware,Miscellaneous,$ 0.99,2013 1i Music,3:19,"April 14 , 2013",0
5400,Army,Ellie Goulding,Delirium,"Pop , Music",Album Only,‰ ãÑ 2015 Polydor Ltd. ( UK ),3:57,,21382,Meditation to the Groove,Kaskade,Here & Now,"Electronica , Dance & Electronic",$ 0.99,( C ) 1997 Disney,6:59,"May 8 , 2006",0
2399,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney & Willie Nelson,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 0.99,"2008 Blue Chair Records , LLC",4:16,2008,24332,It 's Only ( feat . Zyra ),ODESZA,In Return,"Alternative Rock , Dance & Electronic",$ 0.99,2014 Foreign Family Collective under exclusive license to Counter Records,4:28,"September 9 , 2014",0
3908,Marry Me,Jason Derulo,Talk Dirty,"Pop , Music , Dance , R&B / Soul , Contemporary R&B , Rock",$ 1.29,"2013 , 2014 Warner Bros. . Records Inc.",3:45,15-Apr-14,13705,Serial Killa,Snoop Doggy Dogg,Doggystyle,"Gangsta & Hardcore , Rap & Hip-Hop , West Coast",$ 0.99,( C ) 2001 Death Row Records,3:32,"March 13 , 2001",0
5808,Fall,Justin Bieber,Believe,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29,‰ ãÑ 2012 The Island Def Jam Music Group,4:08,19-Jun-12,4105,Like The 309,Johnny Cash,American V : A Hundred Highways,Country,$ 1.29,"( C ) 2006 American Recordings , LLC & The Island Def Jam Music Group",4:34,"July 4 , 2006",0
729,#Selfie,The Chainsmokers,The Duff ( Original Motion Picture Soundtrack ),"Soundtrack , Music",Album Only,"2015 2015 Island Records , a division of UMG Recordings , Inc. 1755 Broadway , New York , New York 10019 . Motion Picture Photos .",3:04,17-Feb-15,14993,In Da Funk ( Dave Sale Feat . Jay W. ),JayW.GuitarSlinger,Early Works Compilation 99-09,Rock,$ 0.99,( C ) 1997 Ridin ' High Records,1:53,"May 28 , 2009",0
5143,Over My Dead Body,Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,4:32,15-Nov-11,4460,Good Good,Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:16,"October 14 , 2014",0
766,Guatemala Pencils Of Promise Journal,Justin Bieber,Journals,"Pop , Music , Rock",Album Only,2013 The Island Def Jam Music Group,3:02,23-Dec-13,39745,Waste My Time,Saint Asonia,Saint Asonia,Rock,$ 1.29,"( C ) 2013 Lazy Hooks , LLC under exclusive license to Capitol Records",3:14,"July 31 , 2015",0
4998,Goodbye,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:46,16-Sep-13,43031,Summer ( twoloud Remix ),Calvin Harris,Summer ( Remixes ),Dance & Electronic,$ 1.29,2014 www.Synthology.com,5:22,"June 20 , 2014",0
6868,Platinum ( feat . R. Kelly ),Snoop Dogg & R. Kelly,Doggumentary,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",4:29,29-Mar-11,26324,Kickstarts ( Radio Edit ),Example,Kickstarts ( Remixes ),Dance & Electronic,$ 1.29,Data Records | Ministry of Sound Recordings Ltd,3:02,"June 13 , 2010",0
3930,It Girl,Jason Derulo,Future History ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.99,2011 Warner Bros. . Records Inc.,3:13,16-Sep-11,39992,I 'm A Lady ( feat . Trouble Andrew ),Santigold,Santigold,"Alternative Rock , Indie & Lo-Fi",$ 0.99,2008 Downtown Music LLC . Downtown Records Is A Trademark Of Downtown Music LLC .,3:43,"April 29 , 2008",0
6879,Raised In da Hood ( Edited ),Snoop Dogg,Doggumentary,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:39,29-Mar-11,40747,Shine ( R/D Remix ),Late Night Alumni,Shine ( Remixes ),"Electronica , Dance & Electronic",$ 1.29,2015 Dirty Hit Records Under Exclusive License to Vagrant Records,4:08,"July 23 , 2013",0
386,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,47453,Free,Zac Brown Band,The Foundation,Country,$ 1.29,2014 no label,3:48,"November 17 , 2008",0
5879,Bigger,Justin Bieber,My World,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock",$ 1.29,‰ ãÑ 2009 The Island Def Jam Music Group,3:17,17-Nov-09,11716,Alphabet Boy [ Explicit ],Melanie Martinez,Cry Baby [ Explicit ],Alternative Rock,$ 1.29,2013 mudhutdigital.com,4:13,"August 14 , 2015",0
5882,Love Me,Justin Bieber,My World,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock",$ 1.29,‰ ãÑ 2009 The Island Def Jam Music Group,3:11,17-Nov-09,6376,This Is Who You Are,Trans-Siberian Orchestra,Beethoven 's Last Night ( Deluxe ),Rock,$ 1.29,2011 N-House Music Group,3:58,"March 13 , 2012",0
1930,God Is a DJ ( Electroheadz Remix ),P!NK,God Is a DJ - EP,"Dance , Music , Pop",$ 1.29,"2003 Arista Records , Inc.",7:50,25-Dec-03,5626,Jesus Cristo Bom,Banda GerD,"Banda GerD , Vol . 6","Christian , Latin Christian , Christian Contemporary Music , Latin Music , International , Banda",$ 0.89,2015 Musile Records,3:19,"January 1 , 1999",0
